Id,Category
18743,No
26630,No
26922,No
9645,No
21366,No
9751,No
23713,No
16582,No
8877,No
33410,No
23299,No
20577,No
26250,No
18967,No
21573,No
15459,No
14339,No
4053,No
3855,No
33917,No
26800,No
29301,No
18590,Yes
18271,No
7030,No
21044,No
5835,Yes
447,No
9975,No
18233,No
14203,No
10227,No
27085,No
3990,No
5873,No
12544,No
18538,No
20666,No
17008,No
19574,No
478,No
18310,No
2624,No
8502,No
12448,No
9890,No
1704,No
1473,Yes
1033,No
25285,No
11705,No
26439,Yes
5813,No
18921,No
21213,No
6305,No
2980,Yes
21822,No
34150,Yes
21225,No
14731,No
26845,No
2005,Yes
25498,No
33777,Yes
12368,No
15117,No
5492,No
27792,No
9278,No
17910,No
2848,No
11574,No
7022,No
22206,No
2553,No
2129,No
6529,No
3872,No
33721,Yes
29255,No
29284,No
15094,No
5515,No
296,No
20921,No
29996,No
13420,No
24691,No
6974,No
721,No
28412,Yes
28874,No
22155,No
3295,No
33417,No
7917,No
6786,No
10909,No
12631,No
21872,No
18832,No
13342,Yes
32984,No
12819,No
23372,No
11733,Yes
20037,No
15020,Yes
20878,No
12566,No
22698,Yes
33770,No
15836,No
33707,Yes
16766,No
23644,No
22105,No
17231,No
27248,No
23090,Yes
13277,No
22451,No
3216,No
3237,No
32338,No
9943,No
33145,No
14552,No
23495,No
29260,No
10346,No
32196,No
16729,Yes
13861,No
29179,No
11944,No
20208,No
11678,No
4232,No
34329,No
27421,No
3378,No
34333,No
19915,No
8624,No
30062,No
26571,Yes
6118,Yes
28695,No
3271,No
33588,Yes
14048,No
32840,No
16357,No
11861,No
14034,No
10816,No
13080,No
1390,No
5986,No
298,No
7433,No
10768,Yes
8571,No
33024,Yes
582,No
32841,No
6530,No
8766,No
28317,Yes
21536,No
22131,No
34103,No
2019,Yes
10715,No
17401,No
19383,Yes
29701,No
1173,No
18523,No
16843,No
17774,No
24284,No
23217,No
28408,No
31873,No
1357,No
19529,Yes
12847,No
32701,No
13753,No
23632,No
9126,No
20586,No
18575,Yes
26061,No
24473,No
26019,No
2236,No
26979,No
12378,No
18146,Yes
23175,No
26975,No
9837,No
26089,No
11435,No
15503,No
19923,No
18591,No
25376,No
10500,No
7778,Yes
2975,Yes
23976,Yes
16064,No
700,No
17015,No
24623,No
1716,No
20969,No
17959,No
2098,No
34297,Yes
12134,No
11972,No
22715,No
28553,No
29197,No
2480,No
26117,No
2169,No
28329,No
28218,No
14269,Yes
32166,No
11444,No
18128,No
29750,No
28993,No
1112,No
27589,No
8166,No
12925,Yes
12481,No
27811,No
22639,No
21869,No
18941,No
9025,No
26314,No
7664,No
16477,No
26233,No
11482,No
564,No
11364,No
7137,No
23065,No
9814,No
1721,No
10144,No
24433,No
26903,No
21702,Yes
33188,No
12355,No
3586,No
32936,Yes
8441,No
754,No
15775,No
13917,No
28053,No
20912,No
18690,No
4226,No
7323,No
30173,No
8602,Yes
1490,No
31992,No
22490,No
2398,No
12913,No
18748,No
25156,No
10541,No
20993,Yes
26258,No
20479,No
12785,No
18771,No
21601,No
28306,No
21253,No
3998,No
23755,No
16318,No
20480,No
22452,No
12286,No
7952,No
24194,No
12792,No
19575,No
8206,Yes
10791,No
28309,No
29567,No
27362,No
27267,Yes
11037,No
17042,No
23962,Yes
9990,No
443,No
23692,No
1060,No
29966,No
20729,Yes
9566,Yes
3051,No
10632,No
33481,No
25981,No
27677,No
9179,No
8122,No
26719,No
7950,No
19495,Yes
1843,No
13266,No
7140,Yes
30169,Yes
15153,No
29365,No
5792,No
29787,No
4353,No
32704,No
29012,No
19469,No
15332,Yes
3781,Yes
5991,No
2435,No
12915,No
18878,No
18315,No
26526,No
18963,No
19809,No
4333,No
26989,No
8494,No
16912,No
18628,No
4016,No
4038,No
8406,No
27408,No
15345,No
18887,No
28572,No
8447,No
7241,No
9073,No
8047,No
10347,No
25641,No
10381,No
4190,No
29645,No
9468,No
26902,No
23240,No
24633,No
29210,No
17772,No
2886,No
24805,No
17724,No
24108,No
28325,No
5539,No
34179,No
24357,Yes
5808,No
29038,No
12386,No
19414,No
12436,No
12738,No
5812,No
13464,No
32654,No
29776,Yes
20999,No
29026,No
23592,No
25078,No
15029,No
30436,Yes
29852,No
22612,No
25163,No
32194,No
18672,No
26310,No
18899,Yes
477,No
33741,No
3564,No
15306,Yes
25155,No
17161,No
20677,No
18378,No
17890,No
12011,No
4089,No
12280,No
29611,No
20799,No
12205,No
12985,No
30313,No
26627,No
7861,No
5984,No
9016,No
22458,No
26568,No
9928,No
4381,No
29234,Yes
20955,No
31957,No
4229,No
15327,No
18732,No
3125,No
18147,No
33725,No
20015,No
7154,Yes
1904,No
21813,No
6893,No
19131,No
32320,Yes
20168,No
33397,Yes
33229,No
23529,No
27982,Yes
20637,No
26575,No
20368,Yes
18562,No
27728,No
26241,No
27584,No
7604,No
12914,No
7439,No
25903,No
7654,Yes
34107,No
11122,No
28450,No
10055,No
6908,Yes
2897,No
26723,No
3648,Yes
6124,No
16317,No
29569,No
13314,No
2645,No
26930,No
32157,Yes
24369,No
22163,Yes
19374,No
24027,No
19113,No
19344,No
28227,No
15144,No
26391,No
26038,No
3831,No
21684,No
4337,No
2045,Yes
24399,No
22157,No
15280,Yes
4162,No
11886,No
5504,Yes
24920,No
24841,No
27652,No
17480,No
24755,No
14051,No
8392,No
5832,No
22278,No
665,No
27495,No
22861,No
1217,No
29110,No
6040,No
13145,No
13099,No
15723,No
32244,No
28562,No
24499,Yes
32387,No
1422,Yes
15713,No
908,No
8496,Yes
23931,No
25897,No
23318,No
32028,No
30068,No
2115,No
1054,No
7800,No
1808,No
7178,No
20705,No
5659,No
14207,No
14596,No
10050,No
21140,No
28736,No
14664,No
20288,No
3263,No
9880,No
30262,Yes
12406,No
19511,No
26442,Yes
27292,No
12889,No
17679,No
25708,No
5869,No
13349,No
27798,Yes
12041,Yes
28988,No
15006,No
23291,No
5981,No
25251,No
7308,No
13980,No
28113,No
26173,Yes
10382,No
32120,No
33002,No
23689,No
16790,Yes
9718,No
625,No
34071,No
29636,No
30081,Yes
29483,No
13963,No
16886,Yes
33594,No
20554,No
1302,No
16893,No
29711,No
34266,No
25256,No
25635,No
11038,No
11485,No
18614,No
33597,Yes
23142,Yes
2498,No
20219,No
3011,No
8161,No
29245,No
3505,No
8666,No
184,No
24034,No
12543,No
19897,Yes
22304,No
57,No
5898,No
32102,No
3154,Yes
3915,Yes
30293,Yes
10636,No
21105,Yes
16319,No
19154,No
19868,Yes
22986,No
3907,No
33643,No
19497,No
9038,No
20624,No
19232,Yes
9830,Yes
8211,No
4265,No
26251,No
2043,No
26223,No
8309,No
1379,Yes
31864,Yes
14569,No
19541,No
26022,Yes
24611,No
32524,No
26294,No
19427,Yes
34199,No
33645,No
2576,No
13635,No
12432,No
19960,No
25873,No
15453,No
24846,No
26834,No
13813,No
8407,No
32014,No
29803,No
27430,No
23654,No
15207,No
11789,No
15964,Yes
21009,No
28908,No
32509,No
34429,No
2943,Yes
3587,No
25966,Yes
17180,Yes
18319,No
16134,No
26911,Yes
20657,No
17090,Yes
23711,Yes
24523,No
12640,Yes
4024,No
18213,Yes
26121,No
24408,Yes
16077,Yes
6210,No
3716,Yes
17087,No
26293,No
9900,No
33196,No
23951,No
21973,No
18079,Yes
12757,No
6801,No
18880,No
6795,No
8871,Yes
14175,No
16530,No
7888,No
24151,No
2380,No
28225,No
27171,No
12261,No
26112,No
21739,No
20805,No
18625,No
30381,No
14364,No
1917,No
21259,No
9651,No
16771,Yes
493,No
12245,No
12959,No
33886,Yes
17140,No
6404,No
5682,No
19613,Yes
8426,No
17386,Yes
14407,No
21698,No
23044,No
28752,No
3147,No
24802,No
11410,No
21608,No
26581,No
4321,Yes
15435,No
10220,Yes
11721,No
10176,No
12315,Yes
12242,No
3306,Yes
20419,No
23508,Yes
29407,No
4206,No
25422,No
663,No
26355,No
33217,No
22493,No
8141,No
19370,Yes
6639,Yes
8893,No
29844,No
9197,Yes
3030,No
23912,No
17911,No
21509,No
24030,No
9688,No
28260,Yes
190,No
19507,No
8131,No
16443,No
708,No
21977,No
10875,No
9875,No
28067,No
25424,No
26782,No
24437,Yes
367,No
27725,No
12539,No
11348,No
3229,No
27147,No
16855,No
15631,No
18399,No
20488,No
10314,No
24540,No
19797,No
2302,No
23764,No
23104,No
18815,No
1226,No
27992,No
30405,No
6755,No
16100,No
9220,No
20737,No
13713,Yes
25009,No
6877,No
26781,No
2077,Yes
19049,No
12397,No
3724,No
15634,No
12252,Yes
21556,No
8803,Yes
6176,No
22329,No
12713,Yes
12762,No
21147,No
26477,Yes
12251,No
1845,No
20750,Yes
12266,No
29408,No
24333,Yes
18791,No
13956,No
3552,No
22970,Yes
12783,No
27926,No
14511,No
6951,No
14576,No
9838,No
2501,No
21738,No
32499,No
382,Yes
1781,No
11851,No
3181,No
23844,No
11662,No
1164,No
10456,No
20333,No
25945,No
33640,No
12967,Yes
25632,No
3085,No
33349,No
8218,No
33004,Yes
15274,No
20708,No
32193,No
20829,No
22367,No
12612,No
19158,No
29230,No
13863,No
3561,No
20664,No
444,No
11163,No
17451,No
6221,No
5806,No
25555,No
9766,No
27144,No
7698,No
16669,Yes
19817,No
24212,No
33113,No
3294,No
11655,No
26063,Yes
7016,No
5927,Yes
22266,No
18839,No
8461,Yes
30120,No
2109,No
20128,No
3273,No
9203,No
32084,Yes
8977,No
5976,Yes
25288,No
2225,Yes
7700,No
11743,No
23883,No
23062,No
8878,No
3344,No
17430,Yes
22152,No
1577,Yes
30282,No
6008,No
8111,No
13679,No
28322,No
24585,No
12229,No
30039,No
7161,No
20217,Yes
7067,No
22800,No
25631,No
27399,Yes
24018,No
1532,No
5924,No
23335,No
33150,No
3642,No
5548,No
12121,No
546,No
5798,No
25414,No
20055,No
26812,No
4312,No
15521,No
29791,Yes
14237,No
22965,No
24367,No
16383,No
3834,No
25587,No
1784,No
19957,No
18756,Yes
2908,No
23960,Yes
20420,No
6684,No
12837,No
33165,No
12871,No
19484,No
6789,No
22910,No
14891,Yes
3019,No
27888,No
18143,No
20855,No
30168,No
19746,No
12204,No
27969,No
1419,No
28801,Yes
1257,No
26516,No
10041,No
13033,No
29591,No
8741,No
14913,Yes
2932,No
32125,No
26082,No
14877,No
20174,No
28663,No
33744,Yes
11045,No
20633,No
27359,No
26730,No
6242,No
17967,No
25913,Yes
12773,No
16788,No
7780,Yes
28754,No
18177,No
8960,No
18291,No
25309,No
787,No
15254,Yes
17709,Yes
1298,Yes
22614,No
479,No
26506,No
8765,Yes
18541,No
23211,No
6632,No
23986,No
9919,No
25513,No
17032,No
14055,No
21117,No
28926,No
6041,Yes
13820,No
32510,Yes
8895,No
25218,No
13393,No
15388,Yes
12842,No
9660,No
697,Yes
5811,No
13427,Yes
26925,No
14931,Yes
18692,No
3434,Yes
25836,No
8922,No
27378,Yes
32326,No
22186,No
608,No
28837,No
26606,No
4200,Yes
29822,No
10873,No
33393,Yes
26908,No
22042,No
8137,No
16908,No
23151,No
10739,No
20615,No
9717,No
14231,No
9613,No
12002,No
27467,No
5775,Yes
946,No
7133,No
351,No
10624,No
25186,No
2070,No
6734,No
26936,No
19372,Yes
6499,No
25230,No
10667,No
25319,No
19988,No
22090,No
13434,No
27555,No
28038,No
25241,No
23873,No
365,No
28146,No
29508,No
29789,No
1556,No
23572,No
15532,No
24023,No
7492,No
8308,Yes
27325,Yes
1049,No
1513,No
3849,No
8242,No
11285,No
26004,No
12222,No
13993,No
23609,No
28044,No
19292,No
19552,No
12908,No
26424,No
730,No
33548,No
29050,No
12167,No
19955,No
29149,No
7622,No
24052,No
10690,No
6101,Yes
22711,No
16183,No
18232,No
21957,No
15110,No
23047,No
9377,No
2562,No
17581,Yes
7976,No
34318,Yes
400,No
14710,Yes
29037,No
7329,No
22488,No
31926,No
23196,Yes
5627,No
33286,No
19207,Yes
15283,Yes
2142,No
13674,No
30326,No
12477,No
24374,No
9599,No
3180,No
22073,No
11249,No
14826,Yes
13894,No
7325,No
25349,No
20079,No
26197,No
17812,Yes
9452,No
8865,No
5892,No
12851,No
15169,Yes
12137,No
11740,Yes
11433,No
17109,Yes
7391,No
20254,No
596,No
34374,No
17249,No
13308,No
28818,No
17747,No
2177,No
22914,No
1821,No
20387,No
14746,No
16683,No
8149,No
13759,No
22600,No
9823,No
30160,No
24617,No
26841,No
27777,Yes
14242,No
19308,No
25095,No
6490,No
13028,No
16630,Yes
24407,Yes
14333,No
13477,No
25502,No
19891,No
9944,No
14357,No
10496,Yes
5623,No
11835,No
26317,No
16209,No
26584,No
32636,No
18964,No
8135,No
26027,No
32554,No
22580,Yes
33661,Yes
28342,No
9601,No
11568,No
14971,Yes
426,Yes
8950,Yes
15819,No
15764,No
29121,No
20812,No
6550,Yes
21130,No
5551,Yes
8830,No
29807,No
6342,No
34411,No
6500,No
27500,No
6940,No
3185,No
19838,Yes
23661,Yes
6300,Yes
491,No
20847,No
19333,Yes
24935,No
17916,No
11035,No
27166,No
11449,No
1684,No
11084,No
30086,No
17126,No
17536,No
28327,No
23688,No
18241,No
6965,No
7605,Yes
19173,No
1028,No
8181,Yes
81,Yes
3873,No
16506,Yes
20548,No
15684,No
3967,No
13922,No
22298,No
32498,No
27429,No
18463,No
13093,No
28930,No
19859,No
659,No
1968,Yes
22714,No
323,Yes
23190,No
20595,No
34201,No
18883,No
19153,No
13848,No
29061,No
6841,No
20645,No
16464,Yes
32629,No
28520,No
3690,No
16230,No
282,No
27351,No
20327,No
6026,No
16543,Yes
11227,No
10046,Yes
24020,No
2632,No
21927,No
28953,No
8484,No
28121,No
23378,No
808,No
24192,No
26915,No
28031,No
21955,No
22228,Yes
27461,No
701,No
32575,No
4224,No
10838,Yes
2699,No
12016,No
4385,No
429,Yes
18095,No
1711,Yes
21857,No
33515,No
21047,Yes
1933,No
25982,No
28782,No
30133,No
20973,No
27769,No
26397,No
22749,No
20002,No
32267,No
3820,No
19890,No
10148,No
24640,No
32622,Yes
5535,No
21598,No
8785,Yes
28186,No
1188,No
9001,No
4243,No
29392,No
27812,No
22380,No
13822,Yes
10832,Yes
11013,No
13851,No
33232,No
30144,Yes
33059,No
26068,Yes
14500,No
11707,No
12314,No
16553,Yes
32323,No
13165,No
19943,No
33880,No
24997,No
20426,No
26459,No
2337,No
3802,No
13348,No
21474,No
8924,No
33668,Yes
32104,No
14983,No
6025,No
27523,No
20863,No
7582,No
2455,Yes
33852,No
8240,No
7309,No
12326,Yes
10280,No
26431,Yes
4389,No
20734,No
307,No
13394,Yes
20096,No
6205,No
3332,No
23541,No
13765,No
18689,No
18914,No
30219,Yes
32396,No
32974,No
20573,No
10750,No
9776,Yes
17288,No
26400,No
10534,No
12692,Yes
17381,No
3428,No
22160,No
27149,No
24331,No
24539,Yes
27208,No
33302,No
6110,No
32564,No
21890,No
30167,No
18196,Yes
12297,No
11126,No
18612,No
16390,No
10767,Yes
1999,No
29981,No
1381,No
924,No
9964,No
8342,No
448,No
25149,No
17701,No
32811,No
9030,No
30252,No
19129,No
18793,No
3661,No
22094,No
16484,No
4081,Yes
23870,No
10351,No
12880,No
7099,No
34193,No
9297,No
13530,No
9450,No
3577,No
8493,No
3480,No
13309,No
27340,No
4194,No
33025,No
140,No
27754,No
3544,No
9228,No
29130,No
26057,No
6030,Yes
27345,No
10389,No
3365,No
26577,No
7157,No
15212,No
33884,Yes
14567,No
4306,No
2973,No
6082,No
9896,No
30329,No
566,Yes
22006,No
14064,No
21162,No
11248,No
3078,No
21824,Yes
19790,No
24346,No
6506,No
7601,No
11988,No
26402,Yes
6472,No
433,No
24750,No
23074,Yes
23929,No
6106,Yes
2527,No
32450,No
27634,No
8216,No
16654,No
9165,No
19944,No
18525,No
9526,No
3947,No
33845,No
13340,No
18414,No
22192,No
25337,No
21466,No
17406,Yes
12804,No
20763,No
7495,No
25964,No
19631,No
27222,No
24930,No
25138,No
27536,No
22189,No
1432,No
20476,No
23069,No
28566,No
13630,No
7322,No
4251,No
16447,No
5995,No
3156,No
18184,No
14844,Yes
27244,No
24413,No
21721,No
19451,No
29029,No
19934,No
22941,No
32321,Yes
27394,No
6670,No
173,No
1942,No
25286,No
13831,No
21873,No
18736,No
12253,Yes
5588,Yes
27804,No
20557,No
28989,No
6604,No
5943,No
34417,No
8843,No
22765,No
27114,No
20076,No
86,No
29119,No
29207,No
33268,No
27407,No
16837,No
17304,No
1678,No
3481,No
6167,No
18848,No
10182,No
32398,No
25619,No
10598,No
7823,No
32468,No
27680,No
25627,No
17450,No
18593,No
15073,Yes
12963,No
26016,No
17531,No
3785,Yes
7443,No
33756,No
33097,No
25051,No
25512,No
19203,Yes
3010,No
21884,No
7237,No
14095,No
32135,No
18772,No
845,No
5729,Yes
6534,Yes
632,No
33626,No
896,No
8001,No
8213,No
26417,Yes
20908,No
9538,Yes
24428,No
18913,No
19007,No
21042,No
21761,No
17630,No
33653,Yes
16004,Yes
18104,No
23620,No
10295,No
11895,No
3574,No
5997,No
3058,No
